question_id,question_content,question_language,question_topic,question_user_country_code,question_sent,translated_en
3911711,S Kuna ubaya gani kuku wakitaga unahamisha mayai kisha uwawekee wakati wa kulalia?,swa,poultry,ke,2017-11-26 06:03:55+00:00,What's wrong with a chicken that lays eggs and then lays them at bedtime?
3911740,"E Mbuza Hakutunga Wakame,",nyn,goat,ug,2017-11-26 06:07:25+00:00,He asked me if I could build a wall.
3911748,Baada ya kupanda French beans tapata soko wapi,swa,,ke,2017-11-26 06:08:37+00:00,"After planting French beans, you'll find something else."
3911758,E Omuhingi Nabuza Okumuhabura Akako Karikushisha Ebicori Bito Esokondwa,nyn,maize,ug,2017-11-26 06:09:50+00:00,E Omuhingi Nabuza Okumuhabura Akako Karikushisha Ebicori Bito Esokondwa was born in the city.
3911787,KENNETH.  NIKO  NA  KUKU  WENYE  WANAKOA. NINA  PATIA  DAWA  GANI  YA  KIENYEJI.,swa,poultry,ke,2017-11-26 06:14:20+00:00,KENNETH. There's nothing wrong with that.
3911787,KENNETH.  NIKO  NA  KUKU  WENYE  WANAKOA. NINA  PATIA  DAWA  GANI  YA  KIENYEJI.,swa,chicken,ke,2017-11-26 06:14:20+00:00,KENNETH. There's nothing wrong with that.
3911798,Ekai:kuku wangu wana wadudu wengi weupe wadogowadogo chini ya mabawa hadi inawaua kuku sana nitatumia dawa gani,swa,poultry,ke,2017-11-26 06:15:58+00:00,My chicken has a lot of small white bugs under its wings until it kills the chicken.
3911806,S mbuzi anapo kula mahindi kwa wingi kisha apewe maji atafanya nini?,swa,maize,ke,2017-11-26 06:17:21+00:00,"When a goat eats a lot of corn and is given water, what does it do?"
3911806,S mbuzi anapo kula mahindi kwa wingi kisha apewe maji atafanya nini?,swa,goat,ke,2017-11-26 06:17:21+00:00,"When a goat eats a lot of corn and is given water, what does it do?"
3911835,S:NI BOLEA IPI NZURI KWA MBOGO,swa,vegetable,ke,2017-11-26 06:20:36+00:00,S:I speak the language of the world.
3911889,E  HATI NINYENDA KURIISA ENTE YAMANTE KAGIREBERERA TA?,nyn,cattle,ug,2017-11-26 06:26:49+00:00,Do you still want to learn how to deal with your insecurities?
3911895,E Kisoboka Nemumpa Embuzi?,lug,goat,ug,2017-11-26 06:27:15+00:00,Is it possible for me to give you a goat?
3911897,"S  ninajishughulisha na kilimo cha nyanya kwa greenhouse ,hivi karibuni nimeshuhudia nyanya zikinyauka ata kama maji  zinapata yakutosha ,shida inaweza kuwa nini ,nisaidie tafadhali",swa,tomato,ke,2017-11-26 06:27:19+00:00,"I'm interested in growing tomatoes for the greenhouse, recently I've seen tomatoes die even if enough water is available, what could be the problem, please help me."
3911969,"E EMBUZI YABA EGWIRE AMAISHO NETAMBIRWA KI,",nyn,goat,ug,2017-11-26 06:35:32+00:00,"The fruit of the vine is life, and the fruit of the vine is life."
3911986,E  Nimubazikyi  Ogokubasa  Kutambira Embuzi  Erikucugura?             (Ninye Peace Owo  Mu  Wefarm.),nyn,goat,ug,2017-11-26 06:38:03+00:00,Do you have any suggestions on how to welcome a goat?
3912012,S kuku huwanguliwa kwa vifaa zipi,swa,poultry,ke,2017-11-26 06:41:25+00:00,S chicken is beaten with zippers.
3912033,S mimi ni mkulima wa cucumber ningeomba kujua bei yake kwa soko,swa,,ke,2017-11-26 06:43:59+00:00,I am a cucumber farmer and I want to know its market price.
3912038,S Nitapata Wapi Mbuzi Ambayo Inakamulia?,swa,goat,ke,2017-11-26 06:44:51+00:00,Where can I find a breeding goat?
3912049,s nataka soko la kuku wa kienyeji,swa,cereal,ke,2017-11-26 06:46:00+00:00,I want some kienyeji cake.
3912049,s nataka soko la kuku wa kienyeji,swa,chicken,ke,2017-11-26 06:46:00+00:00,I want some kienyeji cake.
3912049,s nataka soko la kuku wa kienyeji,swa,poultry,ke,2017-11-26 06:46:00+00:00,I want some kienyeji cake.
3912052,E.OBUYAMBI.NDI.OMUHINGI.WO(MUCERI)NINDEBA.GURIKOMA(EBITARIKO)ABAHINGI.BAGYENZIBANGYE.MUMPABURE.OKUNAKUBASA.KURWANISA.ENDWARA.EJYO.NDI.BYARUHANGA.RUKUNGIRI.DIST,nyn,rice,ug,2017-11-26 06:46:20+00:00,E.OBUYAMBI.NDI.OMUHINGI.WOW.MUCERI)NINDEBA.GURIKOMA.EBITARIKO)ABAHINGI.BAGYENZIBANGYE.MUMPABURE.OKUNAKUBASA.KURWANISA.ENDWARA.EJYO.NDI.BYARUHANGA.RUKUNGIRI.DIST
3912079,"S;Nataka kufanya kilimo biachara, nifanyeje ilinifaulu?",swa,cereal,ke,2017-11-26 06:50:32+00:00,"Q;I want to do agriculture every day, how can I do ilinifaul?"
3912080,S Nataka Kufunga Ngurwe Chakula Chake Ni Nini,swa,pig,ke,2017-11-26 06:50:48+00:00,I want to be able to cook my own food and drink.
3912080,S Nataka Kufunga Ngurwe Chakula Chake Ni Nini,swa,cereal,ke,2017-11-26 06:50:48+00:00,I want to be able to cook my own food and drink.
3912087,s napenda kujua kuku wa kienyeji wako na soko sana na je bei zao ziko roughly ngap kwa ngap?,swa,poultry,ke,2017-11-26 06:51:48+00:00,"I'd like to know how much your chicken is worth, but is their price roughly right?"
3912087,s napenda kujua kuku wa kienyeji wako na soko sana na je bei zao ziko roughly ngap kwa ngap?,swa,chicken,ke,2017-11-26 06:51:48+00:00,"I'd like to know how much your chicken is worth, but is their price roughly right?"
3912103,S kuku wako wanapokuwa wakikamatwa na mwewe unatafanyaje ili wasiliwe?,swa,poultry,ke,2017-11-26 06:53:35+00:00,"When your chicken is caught by you, what do you do to keep it from being eaten?"
3912141,"E , O75OO63873  ENAMBAEJOMUJIMBIRE TUSASIRWE E NINYE ARIKWENDA AKATARE KEBICHORI",nyn,maize,ug,2017-11-26 06:57:37+00:00,"E, O75OO63873 ENAMBAEYJIMBIRE TUSASIRE and NINE ARICHENDARY AKATER KEBICHORI is located in the city of KEBICHORI."
3912149,E Orenda Ebihimba bya mix nterera ahasimu eya 0778104423,nyn,bean,ug,2017-11-26 06:59:14+00:00,E Orenda Ebihimba of mixed land use number 0778104423
3912243,"S Nina ng""ombe dume aina ya freshian ana miaka tatu na mwili wake ni mdogo na ngozi yake imeparara na manyoya yamesimama nitampa nini ili akue kwa haraka  Name:Jiunge Mobile:22301",swa,cattle,ke,2017-11-26 07:10:42+00:00,Nina is a three-year-old freshman cattle breed with a small body and skin that is covered with hairy hair and is fast growing Name:Jiunge Mobile:22301
3912246,E begumisa yambuza ngu cabbage nkaziyingayi ziri rubirizi magambo sub county after nyanzibiri   pj.wmdwpg,nyn,,ug,2017-11-26 07:10:49+00:00,"In the end, the yambuza by the cabbage lady is located in the words rubirizi sub county after the two pj.wmdwpg."
3912312,E Omumate gente nibakoramu bintuki?,nyn,,ug,2017-11-26 07:19:28+00:00,What about the Omumate people from Koram bintuki?
3912353,"E.OBUYAMBI.NDI.OMUHINGI.WO(OMUCERI).NOBASA.KUKOZESA.OMUBAZI.GWA(AMBUSHI,ROKETI,TAFAGA.)TIHINE,KABIKONA.KAKUBASA.KUBAHAMUCERI.GUTARIKYIRE?MUMPABURE.NDI.JOHN.RUKUNGIRI.DIST",nyn,rice,ug,2017-11-26 07:25:12+00:00,"E.OBUYAMBI.NDI.OMUHINGI.WOWO.OMUCERI.NOBASA.KUKOZESA.OMUBAZI.GWA.AMBUSHI,ROKET,TAFAGA.)THEINE,KABIKONA.KAKUBASA.KUBAHAMUCERI.GUTARIKYIRE?MUMPABURE.NDI.JOHN.RUKUNGIRI.Distinguished"
3912356,NI.MBOLEA.KANI.MSURI.KWA.MAHINDI,swa,maize,ke,2017-11-26 07:25:28+00:00,NI.MBOLEA.KANI.MUSURI.KWA.MAHINDI is one of them.
3912426,S Dawa ya vitunguu ni gani sikiasa kuungwa,swa,onion,ke,2017-11-26 07:33:28+00:00,S Drugs for mushrooms and even seawater.
3912448,S kwa sai ndio iko juma,swa,,ke,2017-11-26 07:37:30+00:00,That's why it's a week.
3912452,S.tafathali nisaidie na procedue ya kutunza SUKUMAWIKI from seedlings mpaka ikomae,swa,kale,ke,2017-11-26 07:37:46+00:00,S.tafathali will assist with the procedure of taking care of SUKUMAWIKI from seedlings to ikomae.
3912463,S.tafathali nisaidie na procedue ya kutunza NYANYA from seedlings mpaka ikomae,swa,tomato,ke,2017-11-26 07:40:45+00:00,S.tafathali will assist in the process of caring for babies from seedlings to ikomae.
3912482,Q.watoto wa sungura wangu wanakufa.......na kila wakifa nikipasuwa ndani ya tumbo ni maji sijui ni shida gani dawa ni nini.,swa,rabbit,ke,2017-11-26 07:44:02+00:00,Q. My puppies are dying.......and every single one of them dies when I am injected into their stomachs with water and I don't know what to do or what to do.
3912502,S.dawa gani ya wadudu ndio suitable kwa SUKUMAWIKI,swa,kale,ke,2017-11-26 07:47:23+00:00,Which insect medication is best suited for the week?
3912554,"E # Mukiga S nimbuza abahingi,abarisa enkoko kaneyaturira ebiro 21 kandi enkanga yo neyaturira ebiro bingahi ?",nyn,chicken,ug,2017-11-26 07:55:15+00:00,"E # Mukiga S  nimbuza abahingi, farmers of chicken feed 21 eggs and how many eggs do the hens feed?"
3912554,"E # Mukiga S nimbuza abahingi,abarisa enkoko kaneyaturira ebiro 21 kandi enkanga yo neyaturira ebiro bingahi ?",nyn,guinea-fowl,ug,2017-11-26 07:55:15+00:00,"E # Mukiga S  nimbuza abahingi, farmers of chicken feed 21 eggs and how many eggs do the hens feed?"
3912583,E Ndi Bainomugisha Owa Kashongi Nimbuza Ebeyi Yebinyobwa Nyine Ebikuta Ikumi,nyn,,ug,2017-11-26 07:58:03+00:00,I am Bainomugisha O Kashongi Nimbuza where we will drink for ten days.
3912608,"Q Eneo letu la Kilifi county hususani Ganze, mmea wa mahindi  umevamiwa na wadudu wasio sikia tiba tufanyeje?.?",swa,maize,ke,2017-11-26 08:02:47+00:00,"Q In our area of Kilifi county, especially Ganze, corn crops are affected by non-smoking pests."
3912608,"Q Eneo letu la Kilifi county hususani Ganze, mmea wa mahindi  umevamiwa na wadudu wasio sikia tiba tufanyeje?.?",swa,crop,ke,2017-11-26 08:02:47+00:00,"Q In our area of Kilifi county, especially Ganze, corn crops are affected by non-smoking pests."
3912622,S.dawa gani ya wadudu ndio suitable kwa NYANYA,swa,tomato,ke,2017-11-26 08:04:27+00:00,Which kind of insect is best suited for NARRATORY?
3912633,S Nauliza Aina Ya  Mbegu NZuri Za Nyanya,swa,tomato,ke,2017-11-26 08:06:01+00:00,I asked about the variety of seeds.
3912636,"E   Kitufu,okusimba enyanya e biri mu kinya ekimu?",lug,tomato,ug,2017-11-26 08:06:10+00:00,"E Kitufu, how do you know what's in the kinyalug ekimu?"
3912647,E        NIMBUZA OMUMBAZI GWEKYEMBEMBE,nyn,,ug,2017-11-26 08:08:27+00:00,I'm going to tell you a story about a young woman.
3912668,S Ningependa Upatana Na Mkulima Aliyebobea Kwa Ufugaji Wa Nyuki. Akiwatayari Kunifuza Ilihali Akiniajiri Apo Pia,swa,bee,ke,2017-11-26 08:11:09+00:00,S Ningependa Upatana and the Farmer Aliyebobea for the cultivation of honey. Akiwatayari Kunifuza Ilihali Akiniajiri Apo Pia
3912684,S waweza spray foliar feed kwa maindi maragapi vegitative,swa,maize,ke,2017-11-26 08:14:00+00:00,S can spray foliar feed for indigenous vegetative mushrooms.
3912698,S  Pia Ningependa Kujua Bei Ya Hizo Mbegu Za Nyanya Na Muda Waka Wa kuvuna (lifespan Of Harvesting It),swa,tomato,ke,2017-11-26 08:15:37+00:00,I also don't want to know the price of the tomato seeds and the lifespan of harvesting it.
3912792,S Ya Iko Gmo Alafu Ya Mwexi Mbili,swa,,ke,2017-11-26 08:34:18+00:00,S Ya  Power Gmo A Thousand for Two Months
3912855,"e,nfuhirire ente emibazi yoona nagyetora kwoka engoha ezirwera zayanga kufa,nkorenta",nyn,cattle,ug,2017-11-26 08:44:56+00:00,"E,fuhirire ente emibazi all I have taken to get to the point of illness that will not cause death,nkorenta."
3912861,S NAITAJI SOKO YA SUNGURA WA NYAMA NITAPATA WAP? NA BEI YA 400\@,swa,animal,ke,2017-11-26 08:45:22+00:00,What is the name of the animal kingdom?
3912861,S NAITAJI SOKO YA SUNGURA WA NYAMA NITAPATA WAP? NA BEI YA 400\@,swa,rabbit,ke,2017-11-26 08:45:22+00:00,What is the name of the animal kingdom?
3912889,"S Ningependa Mkulima Anapo Nijibu Kuhusu Mbegu Ya Nyanya, Anieleze Kama Ni Ya Miezi Mingapi. Ndiposa Nieze Kujua",swa,tomato,ke,2017-11-26 08:48:30+00:00,"I don't want a farmer to answer me about the grandmother's seeds, tell me how many months."
3912889,"S Ningependa Mkulima Anapo Nijibu Kuhusu Mbegu Ya Nyanya, Anieleze Kama Ni Ya Miezi Mingapi. Ndiposa Nieze Kujua",swa,sisal,ke,2017-11-26 08:48:30+00:00,"I don't want a farmer to answer me about the grandmother's seeds, tell me how many months."
3912904,E nimyemda kumanya enyanya zabanizoma emitwe nizibanizetaga mubazikyi  ndi mutesigensi kuruga biguli  rwakasirabo  kamwengye,nyn,tomato,ug,2017-11-26 08:49:36+00:00,"I'd like to know the ancestors of your organisms, and I'd like to know the musicians and scientists who are making a difference in the lives of others."
3912946,"Hi,guyz nko na kuku wa mayai wa kienyeji bt wanameshkwa na ugonjwa wanakufa nisaidieni",swa,chicken,ke,2017-11-26 08:54:01+00:00,"Hi,guyz nko na chicken of the egg of kienyeji bt wanameshkwa with a terminal illness in nisaidieni"
3912946,"Hi,guyz nko na kuku wa mayai wa kienyeji bt wanameshkwa na ugonjwa wanakufa nisaidieni",swa,poultry,ke,2017-11-26 08:54:01+00:00,"Hi,guyz nko na chicken of the egg of kienyeji bt wanameshkwa with a terminal illness in nisaidieni"
3913001,s yagu n 0791683198,swa,,ke,2017-11-26 09:01:00+00:00,s yagu n 0791683198
3913124,E ekyibuuzo kyangye kamutarangarukyiremu,nyn,,ug,2017-11-26 09:14:35+00:00,E is a question that has not been answered in any way.
3913129,S.NI MBOLEA NZUR ZAID KWA UPANZ WA MBOGA,swa,vegetable,ke,2017-11-26 09:15:08+00:00,S.NI MBOLEA NZUR ZAID for the spread of MBOGA.
3913136,S MBEGU ZIPI ZA MAHINDI NI NZURI,swa,maize,ke,2017-11-26 09:15:57+00:00,There are two main types of clouds and clouds.
3913140,E barakyigarukamu bwirekyi?,nyn,,ug,2017-11-26 09:16:37+00:00,What about the blessings of the kingdom of heaven?
3913209,"E Mumpabure,ebihimba Byanje bijunzire nkorenta Brian Isingiro-kabuyanda.",nyn,bean,ug,2017-11-26 09:24:23+00:00,"In the past, Byanje's songs have been covered by Brian Isingiro-kabuyanda."
3913225,q:managu ya kienyeji hupaswa kupanda na fertilizer?,swa,chicken,ke,2017-11-26 09:25:52+00:00,Q:Should the pineapple be planted with fertilizer?
3913225,q:managu ya kienyeji hupaswa kupanda na fertilizer?,swa,black-nightshade,ke,2017-11-26 09:25:52+00:00,Q:Should the pineapple be planted with fertilizer?
3913228,E# AMAZINA NDI ARUHO LAUBEN NIBUZA EBIHIMBA BISHOHORIREAHARIZIGAHI,nyn,bean,ug,2017-11-26 09:26:19+00:00,E# AMAZINE AND ROUH LAUBEN NIBUZA EBIHIMBA BISHOHORIREAHARIZIGAHI is the name of the name given to the spirit of the world.
3913242,Q ni dawa gani nitapiga yakunonesha viazi?,swa,potato,ke,2017-11-26 09:27:37+00:00,What is the dose of potatoes?
3913280,E Kajerege Yebihimba Negura Eta?,nyn,bean,ug,2017-11-26 09:31:47+00:00,What's wrong with black people?
3913336,"Naweza fanyaje iwapo sungura ameaga akawa watoi wake?je,maziwa ya ng'ombe ita work? na kama ita work nazipea aje?",swa,rabbit,ke,2017-11-26 09:37:24+00:00,"What can I do if a she-wolf becomes her mother's milk? or, cow's milk will work? and if it will work, how will I pay for it?"
3913336,"Naweza fanyaje iwapo sungura ameaga akawa watoi wake?je,maziwa ya ng'ombe ita work? na kama ita work nazipea aje?",swa,cattle,ke,2017-11-26 09:37:24+00:00,"What can I do if a she-wolf becomes her mother's milk? or, cow's milk will work? and if it will work, how will I pay for it?"
3913368,Ninyenda kumanya ebeyi ye bicori,nyn,maize,ug,2017-11-26 09:39:52+00:00,I want to know where the bicori are.
3913369,E. Nimubaziki ogunakubasa  kurisa obwana bwa sekoko  ndi sunday kamwenge,nyn,,ug,2017-11-26 09:39:54+00:00,"E. Nimubaziki, who is working to raise a secondary childhood, is a Sunday school teacher."
3913376,je mbegu ya passion ni aina ngapi,swa,passion-fruit,ke,2017-11-26 09:40:21+00:00,The seeds of passion are of many kinds.
3913383,Ewatermelon Zangy Nihong Amababi Kandi Obwe Zine Ejura Mbwenu Nkozese Mubaziki,nyn,,ug,2017-11-26 09:40:38+00:00,Ewatermelon Zangy Nihong Amababi and Owe Zine Ejura You are now Nkozese Mubaziki.
3913400,E kamwenge ebihimba nizingahi,nyn,bean,ug,2017-11-26 09:41:51+00:00,And you're going to have a lot of fun with it.
3913402,"S.ngombe yangu imekulwa na kube ile ndogo ndogo nimespray na Ectomin lakini aikubadilika, nitumie dawa gani?",swa,cattle,ke,2017-11-26 09:41:54+00:00,"S. my cow is being treated with a small amount of nimespray and Ectomin but it is changing, what medication should I use?"
3913423,"S,ngombe Akitoka Pofu Niugonjwa Yup?",swa,cattle,ke,2017-11-26 09:44:07+00:00,"S, cow Akitoka Blind and Sick Yup?"
3913461,s Na Mbona Ni Ngumu Xana Kupata Mbegu Ya Passion Kwa Agrovet0727379454,swa,passion-fruit,ke,2017-11-26 09:46:40+00:00,Why is it so hard to get the seed of passion for Agrovet0727379454
3913486,Je Dawa Yakupandia Nyanya Na Mahindi Ni Gani? Nimimi Iddi Kutoka UGANDA:,swa,maize,ke,2017-11-26 09:48:48+00:00,What is the medicine of the Grandmother and the Indian?I'm from Uganda:
3913486,Je Dawa Yakupandia Nyanya Na Mahindi Ni Gani? Nimimi Iddi Kutoka UGANDA:,swa,tomato,ke,2017-11-26 09:48:48+00:00,What is the medicine of the Grandmother and the Indian?I'm from Uganda:
3913516,S NI MBOLE IPI NI BORA KWA YOTE?,swa,,ke,2017-11-26 09:51:09+00:00,Which is the best of them all?
3913638,E Nibuza Watera Ebende Ye Nyanya Eramerera Ebiro Bingahe D Rogers Tayebwa Kuruga Kyenjojo,nyn,tomato,ug,2017-11-26 10:03:26+00:00,E Nibuza Watera Ebende Ye Grandma Eramerera Ebiro Bingainga D Rogers was given the opportunity to live a dream.
3913681,S mbegu ya mahindi PH1 iliyafanye vizuri ninafaa kutumia njia gani ya upanzi?,swa,maize,ke,2017-11-26 10:08:19+00:00,"If the PH1 corn seed does well, what method of propagation should I use?"
3913682,S Na Mbona Ni Ngumu Xana Kupata Mbegu Ya Passion Kwa Agrovet0727379454,swa,passion-fruit,ke,2017-11-26 10:08:25+00:00,Why is it so hard to get the seed of passion for Agrovet0727379454
3913688,E Eshokombwa  Elikudya Ebicoli Nimubazici Ogukubasa Kunyamba,nyn,maize,ug,2017-11-26 10:09:14+00:00,E-Eshokombwa Eating Ebicoli Nimubazici can help you to help.
3913753,S-Dawa ya minyoo nzuri kwa sungura ni gani?,swa,rabbit,ke,2017-11-26 10:18:42+00:00,What's the S-Dawa of good rabbit eggs?
3913762,"E WAFARM  DISITURIKITI Rukungiri,ISAZA Rubabo, EGOMBORORA Nyarushanje,OMURUKA Nyabushenyi,EKYARO Nyakahanga B CELL,Nari tera esimu egi(0774164770).",nyn,,ug,2017-11-26 10:19:49+00:00,"E FARM DISTRICT Rukungiri,ISAZA Rubabo, EGOMBORORA Nyarushanje,OMURUKA Nyabushenyi,EKYARO Nyakahanga B CELL,Nari tera esimu egi ((0774164770) is also located here."
3913810,"s, nanasi inatake how many months ili ikuwe tayari kuliwa?",swa,pineapple,ke,2017-11-26 10:24:42+00:00,How many months does the pineapple take before it is ready to grow?
3913826,Ninyenda Kuhinga Ebicori Nebihinba Kanditi Tindikumanyaku Kubihinga Ninyenda  Kunpabura,nyn,bean,ug,2017-11-26 10:27:09+00:00,I am going to stop Ebicori Nebihba Canditi Tindikunaku Kubihinga and I am going to stop Kunpabura.
3913826,Ninyenda Kuhinga Ebicori Nebihinba Kanditi Tindikumanyaku Kubihinga Ninyenda  Kunpabura,nyn,maize,ug,2017-11-26 10:27:09+00:00,I am going to stop Ebicori Nebihba Canditi Tindikunaku Kubihinga and I am going to stop Kunpabura.
3913828,E Oburo Nibugubuta?,nyn,millet,ug,2017-11-26 10:27:43+00:00,What about Oburo Nibugubuta?
3913833,E WABA NOYENDA EMPUNU YOKUGURA EYA KILO 45 TERA AHASIMU EZI 0789644751 NINGA 0753584559,nyn,pig,ug,2017-11-26 10:28:17+00:00,"The vehicle is equipped with a 45-kilometre-long truck, and is equipped with the AHASIMU EZI 0789644751 NINGA 0753584559"
3913837,E EPUNU YAGYE ESINYIRE BWENU NKOREKI,nyn,pig,ug,2017-11-26 10:28:52+00:00,And the EPUNO YAGUE will change your life for the rest of your life.
3913850,"E
Nimbuza ni taipuci yecika kyo obume cirungi kutunga.",nyn,rabbit,ug,2017-11-26 10:30:17+00:00,Nimbuza and Taipuki are the best places to build.
3913895,"s, nanasi inatake how many months ili ikuwe tayari kuliwa?",swa,pineapple,ke,2017-11-26 10:35:18+00:00,How many months does the pineapple take before it is ready to grow?
3913940,s murim. bata wakienyeji,swa,duck,ke,2017-11-26 10:40:08+00:00,s murim. bata wakienyeji was born.
3913943,Ni magonjwa gani ambayo yanaweza kupata mmea wa nyanya,swa,crop,ke,2017-11-26 10:40:17+00:00, What diseases can infect tomato plants?
3913943,Ni magonjwa gani ambayo yanaweza kupata mmea wa nyanya,swa,tomato,ke,2017-11-26 10:40:17+00:00, What diseases can infect tomato plants?
3913964,Mbegu mzuri ya nyanya ni gani,swa,tomato,ke,2017-11-26 10:45:11+00:00,What is a good tomato seed?
3914046,"E Mwebare munoonga obuhabuzi bwanyu, kandi kunokuhinga obutunda ahitaka,ririkwiragura kwonka ahansi hariyo omushenyi, nari ririkwiragura kwonka ahansi hariyo ibumba.",nyn,passion-fruit,ug,2017-11-26 10:55:32+00:00,"For you are going to reap your riches, and there will be harvests of the fruit of the vine, which will be cut down, but the ground will be ruined, and the ground will be cut down, but the ground will be clayed."
3914088,E Vakedo Nizigura Zita?,nyn,avocado,ug,2017-11-26 11:00:05+00:00,What is the name of Vakedo Nizigura Zita?
3914095,E NEBYOMUMUSIRI.,nyn,,ug,2017-11-26 11:01:04+00:00,It's not about the music.
3914100,"s je, ni dawa gani nzuri kwa maharagwe ?",swa,bean,ke,2017-11-26 11:01:47+00:00,What is the best medicine for beans?
3914141,E Muhogo Negura Eta?,nyn,cassava,ug,2017-11-26 11:08:11+00:00,Where is Muhogo Negura?
3914241,S dawa ya viroboto n gan?,swa,,ke,2017-11-26 11:21:35+00:00,What is the drug of the robot?
3914252,S# Je Ngano Inaeza Pandwa Kwa Mvua Mingi,swa,wheat,ke,2017-11-26 11:22:50+00:00,Why is it raining so much?
3914263,E Obwokyi nibugura zingahi omuri mbarara.,nyn,,ug,2017-11-26 11:23:53+00:00,E Obwokyi and Nbugura have a lot in common.
3914264,S-Dawa ya minyoo nzuri kwa sungura ni gani?,swa,rabbit,ke,2017-11-26 11:23:58+00:00,What's the S-Dawa of good rabbit eggs?
3914281,E Edebe Yoburo Negura Eta?,nyn,millet,ug,2017-11-26 11:25:47+00:00,What is the meaning of Joburo Negura?
3914296,E Obwokyi Nibugura Zingahi Omuri Bushenyi.,nyn,,ug,2017-11-26 11:26:42+00:00,E Obwokyi Nibugura Zingahi Omuri Bushenyi was born.
3914328,E Entondore Yebihimba Negura Eta?,nyn,bean,ug,2017-11-26 11:29:02+00:00,"What is the meaning of the word ""black""?"
3914358,E enyanya tutekamu dap mukinya buzito ki?,lug,tomato,ug,2017-11-26 11:31:43+00:00,What is the weight of the eight weights?
3914367,E Wasiba Ota,nyn,,ug,2017-11-26 11:32:40+00:00,E Wasiba Ota was born.
3914388,S-Dawa ya minyoo nzuri kwa sungura ni gani?,swa,rabbit,ke,2017-11-26 11:35:02+00:00,What's the S-Dawa of good rabbit eggs?
3914422,Q Mbuzi Akipatwa Na Hii Shida Ya Kufura Na Mdomo Nikinywa Au Kutumia Maziwa Yake Itaezanipa Shida Yoyote? Huwa Nawakamua Cjui Ka Wataniambukiza Ugonjwa Wowote Nikinywa Maziwa Yao,swa,goat,ke,2017-11-26 11:37:57+00:00,"Q. If a goat is affected by this problem of feeding and drinking or using its milk, does it cause any problem?"
3914442,E nikiretwaki embuzi kutoroga/kuzara etakahikize bwire,nyn,goat,ug,2017-11-26 11:39:38+00:00,And I'm going to get the goat's milk and the goat's milk and the goat's milk and the goat's milk and the goat's milk and the goat's milk and the goat's milk and the goat's milk and the goat's milk and the goat's milk and the goat's milk and the goat's milk and the goat's milk and the goat's milk and the goat's milk and the goat's milk and the goat's milk and the goat's milk and the goat's milk and the goat's milk.
3914552,E Enyanya Kaziine Ekibabuko Nkore Nta.,nyn,tomato,ug,2017-11-26 11:49:37+00:00,E Enyanya Kaziine is the oldest of the two sisters.
3914555,"E Embuzi Yanje Yazire Shaha Emwe Yakasheshe Konke Kyanyima Kyangire Kurugayo Nkoreki? Munyambe,",nyn,goat,ug,2017-11-26 11:49:50+00:00,Is my goat Jazeera Shaha one of the fastest things I've ever seen?
3914558,"E OBUYAMBI  hati ntandikire kuhinga obutunda naninyenda mungambire bwaza kuhika ahakuranda naba ninyenda butandike namani nkakoraki answer me,sir or madam thnx ur answer.",nyn,passion-fruit,ug,2017-11-26 11:49:57+00:00,"In the meantime, I'm going to start thinking about how to get started, and I'm going to write down how to answer me, sir or madam, thank you for your answer."
3914577,E  ente  yangye  neyema  egaruza.  nkoreki?,nyn,cattle,ug,2017-11-26 11:51:31+00:00,I'm going to tell you what I'm going to do.
3914595,S-Dawa ya minyoo nzuri kwa sungura ni gani?,swa,rabbit,ke,2017-11-26 11:53:11+00:00,What's the S-Dawa of good rabbit eggs?
3914611,E  Nkoreki Ekicooco Ku Candusya Omurutoce?,nyn,animal,ug,2017-11-26 11:53:55+00:00,E Nkoreki Ekicooco to Candusya Omurutoce?
3914612,S Ninatafuta Mayai Kanga,swa,guinea-fowl,ke,2017-11-26 11:54:07+00:00,I am looking for Mayai Kanga.
3914673,E OKUNJIGIRIZA OKULIMA EMBOGA.,lug,vegetable,ug,2017-11-26 12:00:25+00:00,It's a crime against humanity.
3914698,"Ningependa kuanzisha biashara ya kufuga kuku wa grade lakini sina capital natena sina nyumba ya kuweka hao kuku , je nifaje ili nipate capital ? Ni mimi PATRICK",swa,poultry,ke,2017-11-26 12:02:40+00:00,"I'd like to start a business that grows high-grade chicken but I don't have the capital and I don't have a house to store chicken, do I want to make money or do I want to make money?"
3914709,E Chance Nabuza Ente Yajukamu Ekyigyere Nekyira,nyn,cattle,ug,2017-11-26 12:03:51+00:00,E Chance Nabuza Ente Yajukamu This is a lesson and a lesson.
3914754,E nuwamanya nimbuuza empunu nezarira amezi angahi?,nyn,pig,ug,2017-11-26 12:08:27+00:00,Do you know how many months I ask the old man to wait?
3914766,"Q I have a question but let me address it in kiswahili. Niko na kifaranga inajikunja kana kwamba inahisi baridi. Nitaisaidiaje tafadhali.
[kentaro the greatest.]",swa,chicken,ke,2017-11-26 12:09:32+00:00,Q I have a question but let me address it in Kiswahili. Niko and the chick don't like it or it doesn't feel cold. Please help me. [kentaro the greatest.]
3914808,s; kuku anapo anxa k rudi nyuma hu ugnonjwa huitwaje.,swa,poultry,ke,2017-11-26 12:12:34+00:00,S; chicken when anxa k rudi behind hu and ill huitwaje.
3914842,E Ebeyi Yoburo Omuri Ibanda,nyn,millet,ug,2017-11-26 12:16:51+00:00,It was written by Ebeyi Yoburo Omuri Ibanda.
