question_id,clean_text,keywords_found,keyword_categories
3895066,I hope you get advice from a doctor.,[],[]
3895079,What kind of white nymph is added to corn?,['corn'],['crops']
3895092,What kind of food does a dairy cow need?,['cow'],['livestock']
3895094,"In the meantime, they're eating two kilograms a day and trying to get down to 50 rocks.",[],[]
3895144,It's about breeding chickens and breeding them.,['chickens'],['livestock']
3895144,It's about breeding chickens and breeding them.,['chickens'],['livestock']
3895176,I'm asking for more medication because it's over.,[],[]
3895198,E ebicoori and I have written a few letters.,[],[]
3895215,"S, Naeza Pta Mbzi Wa Mazwa for the price of G?",[],[]
3895229,"S, ELIJAH NAULIZA did not know what to say about the Yambuz as Navidoda said,",[],[]
3895234,What is the meaning of the title of the book? by Esther.,[],[]
3895249,QUESTION AINA GANI Seed Production Company of the Transnational Seed Company of Suam.,['seed'],['inputs']
3895253,Do I want to be a weekly speaker and when do you die in the middle of the year?,[],[]
3895268,This is not the case with NZURI KISII COUNTY.,[],[]
3895272,S. The pig breeds when it is pregnant.,[],[]
3895294,The cattle graze and graze for months before they become pregnant again.,[],[]
3895299,"How do I know if my sheep is pregnant, or if it is a stranger?",[],[]
3895321,Q NJIWA HUTAGA MAYAI MANGP was born.,[],[]
3895325,Do you want to learn the language?,[],[]
3895327,I can't figure out where the sound is.,[],[]
3895328,S.months or so.,[],[]
3895357,SHAPA GIGORI NAITAGE to survive a three-month-old baby will get you wherever you want to go.,[],[]
3895363,It's something that's been going on for centuries.,[],[]
3895366,S..Niulize..swali,[],[]
3895369,E Ebicoori and Nebyeda Kutemba are the same.,[],[]
3895375,I'll ask the goat if I'm working for him.,['goat'],['livestock']
3895382,Moringa is the name of the game.,[],[]
3895412,What if Ebituzi stopped them?,[],[]
3895445,What kind of DAP fertilizer is used to make food?,['fertilizer'],['inputs']
3895446,S there is an epidemic of chicken pox goat cattle and food with black and black spots.,"['chicken', 'goat']","['livestock', 'livestock']"
3895446,S there is an epidemic of chicken pox goat cattle and food with black and black spots.,"['chicken', 'goat']","['livestock', 'livestock']"
3895446,S there is an epidemic of chicken pox goat cattle and food with black and black spots.,"['chicken', 'goat']","['livestock', 'livestock']"
3895448,"In such rainy season, which plants should be planted at this time that is best suited to the city of nandi?",[],[]
3895470,S please naomba unitafutie kadem any ka form two!am also a student at Miathene boys.,[],[]
3895482,"S My cow goes to sleep long after giving birth, yes, there's another one, what's the matter?",['cow'],['livestock']
3895499,Do I need sugura juice to make it?,[],[]
3895506,It's called sperm.,[],[]
3895509,ENIngarukamu. Tayebwa ninduga kyiruhura.igomborora kkatsi .omuruka .kayonza. Ikyaro. Karuroko. Isenta. Ikyitembuzi. Wahika .omusenta. Buza?ahakwajeradi.nibahakwereka.supidi .TE.0789219027. is also the name of the game.,[],[]
3895511,"S, Mmi Nko Kpni, and where are your goats?",[],[]
3895528,There is a need for market forces.,[],[]
3895540,Please use it!nipee even his mobile number!,[],[]
3895555,It is a bacterial antibiotic for potatoes and onions.,[],[]
3895559,Q INCUBATOR,[],[]
3895583,I'm sure you'll be able to make a difference in your family's lives.,[],[]
3895583,I'm sure you'll be able to make a difference in your family's lives.,[],[]
3895594,Is it like an animal?,[],[]
3895601,SMS S California and the mother of the deceased.,[],[]
3895602,Q. A medicinal herb for cattle.,[],[]
3895602,Q. A medicinal herb for cattle.,[],[]
3895613,"S, the chicks of the day are trying to avoid what foods.",['chicks'],['livestock']
3895637,Can you grow cafes at low temperatures?,['grow'],['actions']
3895638,How can I know what's going on and what's going on?,[],[]
3895643,E four young women are born in a yellow car called nkoreki.,[],[]
3895653,Where can I get the seeds of the saum seeds?,[],[]
3895653,Where can I get the seeds of the saum seeds?,[],[]
3895677,I'm looking for a bag of eggs for a chicken pox at 25.,"['chicken', 'eggs']","['livestock', 'livestock']"
3895677,I'm looking for a bag of eggs for a chicken pox at 25.,"['chicken', 'eggs']","['livestock', 'livestock']"
3895730,"S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, and is by by by by the name is as they are by by the name as they are by the name name name name name name as is called",[],[]
3895730,"S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, and is by by by by the name is as they are by by the name as they are by the name name name name name name as is called",[],[]
3895731,JACKSON NABUZUZA Self-made and self-made by two people.,[],[]
3895754,How many months does the chicken have left?,['chicken'],['livestock']
3895755,Q and kienyeji chicken will mature after a few months.,['chicken'],['livestock']
3895755,Q and kienyeji chicken will mature after a few months.,['chicken'],['livestock']
3895758,"If you have 250 pounds of weight, you can call 0700489699 ,0755788070 at any time.",[],[]
3895764,What if I hadn't gotten all six of them?,[],[]
3895778,S Tell me Paul Nataka No Zake,[],[]
3895784,Whose number is it?,[],[]
3895791,"S,If I want my chicken to lay eggs twice a day, I'll make it a snack.","['chicken', 'eggs']","['livestock', 'livestock']"
3895791,"S,If I want my chicken to lay eggs twice a day, I'll make it a snack.","['chicken', 'eggs']","['livestock', 'livestock']"
3895815,I asked my cow how long it had stayed so that she could tell the six brothers what John from the well was.,['cow'],['livestock']
3895847,S Yule Aliyesema Dududust was born.,[],[]
3895853,Do you want to spend more money or less?,[],[]
3895884,JACKSON NABUZUZA What is the most beautiful woman I have ever met?,[],[]
3895891,"S,And the food is called sitata and ya chicken age.",['chicken'],['livestock']
3895894,How do I convince a customer to turn up at eight hours to watch the show?,[],[]
3895918,"In October, you will be able to open the door.",[],[]
3895922,"I'm looking for help from someone who's been raising rabbits and building rabbit houses with Gilbert from bomet county,",[],[]
3895935,"Q My dog loves you and the food is fine as well as the teeth, so what's six?",[],[]
3895958,"Q I'm JARED AND NINAULIZE, what is the meaning of life?",[],[]
3895968,Q. How can I grow carrot seeds and tomatoes without being so lean and healthy that it pleases the farmer?,['grow'],['actions']
3895971,Q ata mimi chinda ni hio yea cow now ata yeangu inakaa mda as long as three months ivoo,['cow'],['livestock']
3895971,Q ata mimi chinda ni hio yea cow now ata yeangu inakaa mda as long as three months ivoo,['cow'],['livestock']
3895990,What is God's plan for the future?,[],[]
3896008,I've tried to do it but I haven't been able to do it for a week.,[],[]
3896031,"The help I get when I'm sick is not enough, but it's enough to make me drink a glass of water!",['water'],['inputs']
3896050,"s aki lilian unisaide your numbers and unieleweshe poa,",[],[]
3896056,In which month is corn suitable for planting?,['corn'],['crops']
3896082,The farmer asks What other variety can be used to plant seeds without using its head or leaves?,['plant'],['actions']
3896082,The farmer asks What other variety can be used to plant seeds without using its head or leaves?,['plant'],['actions']
3896085,A farmer asks What is the best remedy to eliminate mosquitoes in India?,[],[]
3896091,S eggs and ya chicken wa kienyeji 20,"['chicken', 'eggs']","['livestock', 'livestock']"
3896091,S eggs and ya chicken wa kienyeji 20,"['chicken', 'eggs']","['livestock', 'livestock']"
3896092,Please tell me what you believe and what you believe.,[],[]
3896098,"My son is now five months old and he's on a diet of peanuts, where's the six, he's still a little young, what's the six?",[],[]
3896123,E.BUZA.AHAQUTUGA.BUZA.AHAKUTUGA.What is it?,[],[]
3896129,What is the city of Omwani nigugura?,[],[]
3896139,"I asked him if he would like to go to Kazimarire ebikyoli and pray for kuzibiga or kuzita? I am Lemegio Kuruga Rwahunga,mpara,kyaaka,kyegegwa district.",[],[]
3896157,"E Support to Boost Fertilizer Gurayambaki Emondi ""Where is Victory?"" and GERALD OWA RUBANDA.",['fertilizer'],['inputs']
3896164,Q. What kind of vegetables are grown on the farm?,['farm'],['actions']
3896169,It's a good idea to plant corn on the cob every year.,"['corn', 'plant']","['crops', 'actions']"
3896171,I'm not sure what season it's going to be.,[],[]
3896217,Where can I get the seeds of the saum seeds?,[],[]
3896217,Where can I get the seeds of the saum seeds?,[],[]
3896218,E'SHA'HO YEMODI NIZIGAH may also be a BURIZE TORO.,[],[]
3896251,SHAWHA ROBASTA Where does it come from?,[],[]
3896280,E Hariho zero grazing ye goat kwerabe eriho model farm erinkahe madamzayo mwebare,"['goat', 'farm']","['livestock', 'actions']"
3896295,It's a good remedy to get rid of rotting grass when planting maidi nipi.,[],[]
3896295,It's a good remedy to get rid of rotting grass when planting maidi nipi.,[],[]
3896299,How long does it take for corn to germinate?,['corn'],['crops']
3896320,S Niko Parts of Mianda Za Chini Mostly Sub-County Of Busia,[],[]
3896323,Q nko alone who's with the chicken aniuzie,['chicken'],['livestock']
3896349,Is a two-month-old female inatakikana deworming?,[],[]
3896386,S. How can you prevent armyworms with gratitude?,[],[]
3896405,Is there a single name for each person?Reuben Raini from Kisii County.,[],[]
3896416,S naurisa nipee mawaida of a mandizi-free family.,[],[]
3896461,S Niulize the question.,[],[]
3896487,S maidi yngu is attacked by a virus in nn.,[],[]
3896496,Q How much money do you have?,[],[]
3896498,"E Help I ask Ahabwenki I give you Tishati or Katehurirem, Ahabwaki Kanigarukamu Your questions Ahabwaki Nimushorora and I walk with Tishati, Amon ,Kamwenge,",[],[]
3896515,S See the cows that are eating.,[],[]
3896607,Do I wear the spirit of truth?,[],[]
3896648,E Rodgers From.Ibanda.Omubazi Gorakoshese Ofihirize Suturahika Netamba Orubabuko Abukuba is not used.,[],[]
3896664,s dawagani i can prevent my plants from being infected with viruses if they are small because plants like bire kawa maidi tubako marangwe dania,[],[]
3896664,s dawagani i can prevent my plants from being infected with viruses if they are small because plants like bire kawa maidi tubako marangwe dania,[],[]
3896664,s dawagani i can prevent my plants from being infected with viruses if they are small because plants like bire kawa maidi tubako marangwe dania,[],[]
3896664,s dawagani i can prevent my plants from being infected with viruses if they are small because plants like bire kawa maidi tubako marangwe dania,[],[]
3896667,"S,What is the part of the river crossing to the south, where potatoes, beans and peas are grown, and where do you want to grow semraw sukuma?","['grow', 'beans']","['actions', 'crops']"
3896667,"S,What is the part of the river crossing to the south, where potatoes, beans and peas are grown, and where do you want to grow semraw sukuma?","['grow', 'beans']","['actions', 'crops']"
3896673,I can't wait to see what I can do to help grow sleep.,['grow'],['actions']
3896676,"Q, why do you try to make a lot of potatoes?",[],[]
3896696,What's the best way to spray cabbage to prevent frostbite?,['spray'],['actions']
3896700,E Nimbuza Hati Ebihimba Nibigura Zingahi Obwahati Nasigara With Bulyahika G Kagoro Okuruga Biguli S c Biguli Parish Buhumuriro Cell.,[],[]
3896722,I want to know how much I love joki.,[],[]
3896737,And where can I get a three-minute answer by CURRY O796579782,[],[]
3896740,"S, MIMI JACK NIMEFUGA N.GOMBE, also known as PIA MUSI.",[],[]
3896740,"S, MIMI JACK NIMEFUGA N.GOMBE, also known as PIA MUSI.",[],[]
3896794,"Why is Uganda's language so widespread, and is the recipe so beautiful? 0785036277",[],[]
3896844,S now n2mie dawa gny,[],[]
3896860,"S Niko and sukuma two hectares,niko bureti on the side of kericho..where can i get the market for my vegetables jameni",[],[]
3896866,E OBUYAMBI KONKA or are you my mother-in-law?,[],[]
3896875,Q. Do I need my child to be given the right kind of care?,[],[]
3896910,E Question I'm going to raise ten young boys and I'm going to make sure that I'm ready and willing.,[],[]
3896926,"Itaka Ryayanga to raise Muhogo Nokora What? is Monic"" Kuruga Kagongi Mbra.",[],[]
3896951,E Question Will I be able to raise ten puppies and make them as if I were waiting and waiting?,[],[]
3896959,"S NAITAJI MBGU BLU""GAM O796579782 is also available.",[],[]
3896961,S one gunia of sukuma is priced at several shillings.,[],[]
3896980,S..je..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are..we are.. are..we are..we are.. are..we are..we are..we are..we are.. are..we are..we are.. are..we are.. are.. are..we are.. are.. are..we are..we are.. are.. are..,[],[]
3896984,Q. What is the name of the chemist named NIKO EDORET SEHEMU KEMI NAWEZA PANDA MCHELE?,[],[]
3897002,S cake for credi is expensive or for kienyeji.,[],[]
3897002,S cake for credi is expensive or for kienyeji.,[],[]
3897004,What is the meaning of life or death?,[],[]
3897009,E Niyowe Wellen Kuruga Kasese Nimbuza Nikyihingwakyi What can help you to fight against corruption and protect justice?,[],[]
3897024,E I'd like to know about the four dragons I've been blessed with.,[],[]
3897033,"If I want my chicken, I'm going to do it.",['chicken'],['livestock']
3897052,E.KUNAKUBA.NININYANDA.ITAKA.RYOKUHNGA.EBI.KYORI.NKARYIHA.NKAHI.MUKUNDE.G.IBANDA was born in the city of Nankasi.,[],[]
3897056,"E avoid sending goats that have been caught in the crossfire, and do not forget that you can use Indi Arineitwe Tanasi.",[],[]
3897056,"E avoid sending goats that have been caught in the crossfire, and do not forget that you can use Indi Arineitwe Tanasi.",[],[]
3897099,Whether people have the right to vote or not is a matter of debate.,[],[]
3897115,What is the meaning of Ameisho nahabwenki?,[],[]
3897156,"It's been a long time since I've been able to talk to you, and it's been a long time since I've been able to talk to you, and it's been a long time since I've been able to talk to you, and it's been a long time since I've been able to talk to you, and it's been a long time since I've been able to talk to you, and it's been a long time since I've been able to talk to you, and it's been a long time since I've been able to talk to you, and it's been a long time since I've been able to talk to you.",[],[]
3897187,E Nimpinga Ebicori Staps Fts 3 2 Kwonka Nibigira With Nenzumankye Niciretwaci? and Twazenta?,[],[]
3897193,"Whoever is going to reap the fruit, should he plant a vineyard? and whoever is going to reap the fruit, should he plant a vineyard? and whoever is going to reap the fruit, should he reap the fruit of the vineyard? and whoever is going to reap the fruit, should he reap the fruit of the vineyard?",['plant'],['actions']
3897231,E Nimpinga Ebicori Staps Fts 3 2 Kwonka Nibigira Mouth Mukye With Nenzumankye Niciretwaci? and Twazenta? to Bihango.,[],[]
3897231,E Nimpinga Ebicori Staps Fts 3 2 Kwonka Nibigira Mouth Mukye With Nenzumankye Niciretwaci? and Twazenta? to Bihango.,[],[]
3897263,"Yeah, why is there a hell of a lot of ups and downs?",[],[]
3897279,When is the best season to plant tomatoes?,['plant'],['actions']
3897288,In the Wefarm you can find a replacement for My Farm.,['farm'],['actions']
3897344,I'm not sure how much I can harvest.,['harvest'],['actions']
3897344,I'm not sure how much I can harvest.,['harvest'],['actions']
3897610,I'm hungry for the love of my life.,[],[]
3897627,"S,MAHINDI HUNAPALILIA HATA,MARA ONE,HAU TWICE, and the other two.",[],[]
3897627,"S,MAHINDI HUNAPALILIA HATA,MARA ONE,HAU TWICE, and the other two.",[],[]
3897631,All my friends and family know that I'm going to die.,[],[]
3897868,S njugu unawekewa can,[],[]
3897880,"Where do coconut seeds come from, and what kind of seed do you grow?","['grow', 'seed']","['actions', 'inputs']"
3897890,A farmer asks a sikuma how many months it takes to kill a farm.,['farm'],['actions']
3897902,A farmer asks a sikuma how many months it takes to kill a farm.,['farm'],['actions']
3897966,Lilian asks what should I do so that my cow can bear?,['cow'],['livestock']
3897981,I'm going to have to make them come to school with me.,[],[]
3897984,"If you want meatballs, you don't need to make them or eat them in order to increase their weight.",[],[]
3897984,"If you want meatballs, you don't need to make them or eat them in order to increase their weight.",[],[]
3898009,S there is another place where I can find hybrid vigour parachute seeds.,[],[]
3898010,"Clement asks ""What kind of corn does the Kenya Seed Co. produce every season?"" Natoka County Western Jibu S121 is followed by your answer.","['corn', 'seed']","['crops', 'inputs']"
3898012,Education and Childhood Education Education Education and Childhood Education Education Education and Childhood Education RUHIJA COMMUNITY SECONDARY SCHOOL,[],[]
3898019,"In the case of KASOLI and BLUGEN BIGULA SENT, I have to make a decision.",[],[]
3898019,"In the case of KASOLI and BLUGEN BIGULA SENT, I have to make a decision.",[],[]
3898021,"S, an insect repellent, is available when it is available in the store.",[],[]
3898021,"S, an insect repellent, is available when it is available in the store.",[],[]
3898028,"Q. My phone is bad, that's why we don't communicate.",[],[]
3898029,"Q,where is your sales volume?",[],[]
3898029,"Q,where is your sales volume?",[],[]
3898031,"S. My Indian has begun to be eaten by insects called osama in ghala, and which medicine is appropriate to use.",[],[]
3898089,When does a pig see the moon?,[],[]
3898098,What kind of disease is this breast cancer and what kind of tuberculosis is it?,['disease'],['disease']
3898123,What is the use of a green onion?,['green'],['crops']
3898151,"I am the enemy of the enemy, but I am the enemy of you who want me to be your enemy.",[],[]
3898158,My name is LKNI HTHI MXWA KWN.,[],[]
3898181,How is cabbage planted?,[],[]
3898189,"S, can I get some hops to eat?",[],[]
3898199,What is the medication for skin dses for cattle??,[],[]
3898201,It's like praying for a job that you don't have to do today.,[],[]
3898215,MARY ANALYSES INDIA W.S. 413 Where is it located?PRODUCTION S17.,[],[]
3898228,S-Vifaranga Vikisha Anguliwa Vinachukuwa Mda because they are called by Kupuwa Growers Mash Today Nasipatia Chick Mash.,[],[]
3898229,S nauza one rabbit 1200 of the female is the number one companion.,[],[]
3898287,"A single grain of corn, which is suitable for research, will give you 25 guinea or more if you grow an acre.","['corn', 'grow']","['crops', 'actions']"
3898296,"Sugura to california white, california black, new zealand white and many others.",[],[]
3898310,It's just a matter of time before I get my ass kicked.,[],[]
3898314,"I've planted Pojo and it's not raining in the Delta, what should I do?",[],[]
3898316,How many types of kitunguu saumu are there?,[],[]
3898316,How many types of kitunguu saumu are there?,[],[]
3898364,Inye doctor edward nimpinga wottameron enyanya ebihimba ebikyori oburo you andenda pump andball of the government.,[],[]
3898364,Inye doctor edward nimpinga wottameron enyanya ebihimba ebikyori oburo you andenda pump andball of the government.,[],[]
3898364,Inye doctor edward nimpinga wottameron enyanya ebihimba ebikyori oburo you andenda pump andball of the government.,[],[]
3898433,The price of soybeans is 0782298867.,[],[]
3898584,Do you know which of the four corals and which of the four corals?,[],[]
3898667,"Q, Nimbuza Kazo Ebicoori Ninzigahi was born?",[],[]
3898751,I don't know where I am or what I'm doing.,[],[]
3898776,"The GUNIA and the Twelve Thousand,",[],[]
3898792,Emmanuel asks What season is best for planting tomatoes? answer S59 followed by your answer.,[],[]
3898801,"If you want to harvest more corn, how much flour will you use per acre?","['corn', 'harvest']","['crops', 'actions']"
3898801,"If you want to harvest more corn, how much flour will you use per acre?","['corn', 'harvest']","['crops', 'actions']"
3898806,Does a chicken have the ability to lay how many eggs?,"['chicken', 'eggs']","['livestock', 'livestock']"
3898840,S-Vifaranga Vikisha Anguliwa Vinachukuwa Mda because they are called by Kupuwa Growers Mash Today Nasipatia Chick Mash.,[],[]
3898889,"One of them was a black and white girl, and the other was a black and white girl.",[],[]
3898940,What's the best way to plant peanuts?,['plant'],['actions']
3898953,S!! when it's raining I'm going to try a panda.,[],[]
3899023,A person's life insurance policy is not covered by insurance.,[],[]
3899042,E ahabwnkyi owani gurura hindura orbabigakaba ga yellow,[],[]
3899074,I asked my cow how long it had stayed long enough to feed the six siblings.,"['cow', 'feed']","['livestock', 'inputs']"
3899103,"Q mrng, naulxa mwnye has bought a rabbit.",[],[]
3899157,"E Nitunga Enkoko, Empunu, Empuzi as well as Water Melon, Amoozi, Obutunda are included.",['water'],['inputs']
3899157,"E Nitunga Enkoko, Empunu, Empuzi as well as Water Melon, Amoozi, Obutunda are included.",['water'],['inputs']
3899157,"E Nitunga Enkoko, Empunu, Empuzi as well as Water Melon, Amoozi, Obutunda are included.",['water'],['inputs']
3899157,"E Nitunga Enkoko, Empunu, Empuzi as well as Water Melon, Amoozi, Obutunda are included.",['water'],['inputs']
3899157,"E Nitunga Enkoko, Empunu, Empuzi as well as Water Melon, Amoozi, Obutunda are included.",['water'],['inputs']
3899193,It's a life-changing experience and a life-changing experience.,[],[]
3899272,Q unapatikanaje is also available.,[],[]
3899276,Q. How did I get this from Reuben INSAIDIA?,[],[]
3899278,"Q there is a crop of corn per shamba, what can I do?",['corn'],['crops']
3899282,"I don't know how many cupcakes I want, but I want five hundred cupcakes.",[],[]
3899282,"I don't know how many cupcakes I want, but I want five hundred cupcakes.",[],[]
3899319,E Ebimba Birenda Omurutokye Rukuru Bitu Orukyariruto Birarucwa Noshanga Obutumba Bunyunyunyukire Buribuce 0P is also known as Burybuce.,[],[]
3899428,Q How much money do you have?,[],[]
3899456,E Nanibuza nikiretwaki kushanga one of your two buzzes and one of your grandmother's grandmother's grandmother's grandmother.,[],[]
3899460,"E,DISTRICT, ISINGIRO DISTICT.",[],[]
3899471,A WEFARM U is a fruit and vegetable farmer that helps to produce mature crops that can be grown naturally.,[],[]
3899594,I want a four-month-old chicken and I said the 200 number is 0721313182 in Kipkelion kericho county.,['chicken'],['livestock']
3899594,I want a four-month-old chicken and I said the 200 number is 0721313182 in Kipkelion kericho county.,['chicken'],['livestock']
3899594,I want a four-month-old chicken and I said the 200 number is 0721313182 in Kipkelion kericho county.,['chicken'],['livestock']
3899595,The office of the wefarm is available in Vihiga and everywhere.,[],[]
3899679,It's nice to have an egg roll.,[],[]
3899686,Why should the feast of unleavened bread be celebrated? why should it be celebrated? why should it be celebrated? why should it be celebrated? why should it be celebrated? why should it be celebrated? why should it be celebrated? why should it be celebrated? why should it be celebrated? why should it be celebrated? why should it be celebrated? why should it be celebrated? why should it be celebrated? why should it be celebrated? why should it be celebrated?,[],[]
3899710,"The prisoner-of-war, who was in prison, came out of the sword with a knife.",[],[]
3899736,"E NINYENDA ENKOKO, 300.Children born in RUHIJA COMMUNITY SEC SCHOOL BISHAYU LC1,KITOJO,KITOJO PRISH,RUHIJA SUB,COUNTY,RUBANDA DISTRICT.COLL 0782017873",[],[]
3899765,E Ninye Tobias Kuruga Kabale Nihabwenki Ndahinga Emondi Zikababuka Amabababi was born in the city.,[],[]
3899768,Why should the feast of unleavened bread be celebrated? why should it be celebrated? why should it be celebrated? why should it be celebrated? why should it be celebrated? why should it be celebrated? why should it be celebrated? why should it be celebrated? why should it be celebrated? why should it be celebrated? why should it be celebrated? why should it be celebrated? why should it be celebrated? why should it be celebrated? why should it be celebrated?,[],[]
3899799,Do I ask what kind of recovery time and how long it takes to recover from a new one?,[],[]
3899862,"I want to be an adult, and I want to start your own business and get the job done.",[],[]
3899871,The farmer asked where the market for pigeons was.,[],[]
3899885,William is the county seat.,[],[]
3899993,A chemical herbicide that is used to kill weeds in a field of spinach or vegetable pulp.,['field'],['soil']
3899999,S nauza cow,['cow'],['livestock']
3900043,Q nina sukuma nitaya uza where'niko ngarua,[],[]
3900084,My cattle are getting more and more attractive and there's nothing I can do about it.,[],[]
3900103,Kienyeji Chicken and Improved Kienyeji Chicken are good for production and consumption.,['chicken'],['livestock']
3900103,Kienyeji Chicken and Improved Kienyeji Chicken are good for production and consumption.,['chicken'],['livestock']
3900148,I asked when it was raining and when it was raining and when it was raining and when it was raining.,[],[]
3900176,E Ente Zangye Nikama Amate Makye.Nzikorere Kyi.,[],[]
3900186,My parents and I asked me if I could walk with a friend and a friend 07025851 ZIGAHE,[],[]
3900186,My parents and I asked me if I could walk with a friend and a friend 07025851 ZIGAHE,[],[]
3900195,"A lot of people don't even know what they're doing when they're trying to send our kids to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school.",[],[]
3900195,"A lot of people don't even know what they're doing when they're trying to send our kids to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school, or when they're going to school.",[],[]
3900241,What kind of corn booster?,['corn'],['crops']
3900259,"There are four plants, namely the panda and the narok.",[],[]
3900263,It's just that I can't wait to see what happens next and thank the customer.,[],[]
3900268,E Omwani Kanigwoma Obutagi Omubazi Niguha was born.,[],[]
3900285,Abraham's wheat was raining and it was raining.,[],[]
3900298,"Ronald asks ""Ronald, if a cow crawls too long after hatching, it's the other cow, why?"" answer S126 is followed by your answer.",['cow'],['livestock']
3900329,Niko and the bull who rings with silent heat make me cry.,[],[]
3900335,"Q, I have kienyeji cake, what's the recipe?",[],[]
3900335,"Q, I have kienyeji cake, what's the recipe?",[],[]
3900335,"Q, I have kienyeji cake, what's the recipe?",[],[]
3900365,farmers have the ability to educate them in every county.,[],[]
3900374,And I'm going to get the money.,[],[]
3900469,"s,ni-mbegu-gani-nzuri-ya-nyanya is also known as",[],[]
3900482,Why do my nuts fall when there's just a little wind or a little rain?,['rain'],['weather']
3900550,"E, Kg is the number of cents and kilograms.",[],[]
3900584,What is the answer to your question when you get the answer?,[],[]
3900586,E MONDAY TADEO Kahunge Mpaga Nimbuza Ebeyi Yamachanda was born in the city.,[],[]
3900606,"And when Nahabwenkyi enzura with the sun falling on his brother and the thief coming on his brother and telling him his story, he fell asleep.",[],[]
3900607,"S,i ask what kind of medicine i can use to spray my vegetables when coughing up and coughing up the middles which are made from the juice.",['spray'],['actions']
3900639,What is the meaning of God's Word and what does it mean?,[],[]
3900642,And then I came back a few months later.,[],[]
3900661,What is the perfect remedy for deworming sheep?,[],[]
3900673,"E Mbuta, how much can you buy?",[],[]
3900693,S we're going to the 15th or 20th of May.,[],[]
3900696,Q You can use this method to get the most out of your winemaking experience.,[],[]
3900696,Q You can use this method to get the most out of your winemaking experience.,[],[]
3900729,I'm going to try to get a tick to the contorol tick.,[],[]
3900748,Q NAWEXA GANHI GANHI OF INDIA or NIVUNE The maximum number of days in NIKO VIHIGA COUNTY,[],[]
3900831,Q. What kind of cow can produce more milk and avoid more disease?,"['cow', 'milk', 'disease']","['livestock', 'livestock', 'disease']"
3900854,Grandmothers deserve to be counseled at any time.,[],[]
3900887,"Q. If a female of four months suffers from erectile dysfunction, what is the cure for the problem?",[],[]
3900898,I'm going to have to go with a big head injury nurse and figure out how much I'm going to give and how much I'm going to give.,[],[]
3900899,How many months does it take for corn to mature?,['corn'],['crops']
3900928,And I'm going to ask anyone who's interested in the truth about the work of NORAK GARIKAMU NA E29,[],[]
3900963,E ahabweki ente neyekuta like ahakyiti munonga ekajwa nindwaraki kanda netambwaki is also known as ahakyiti munonga.,[],[]
3900973,My cows are soaking sandwiches in droplets of blood.,[],[]
3901056,E BASHIRU WALKED EVERYTHING with a score of 30 points.,[],[]
3901071,"Fred asks, ""How long have you been out of the country?"" and ""How long have you been out of the country?"" the answer is S40, followed by your answer.",[],[]
3901091,What's the use of chicken pox?,['chicken'],['livestock']
3901091,What's the use of chicken pox?,['chicken'],['livestock']
3901212,The sheep represents the six young.,[],[]
